time,x,y,z
0.0,-4.902688362623902,-3.74388378128908,24.690843808781676
0.019999999999999574,-4.718250131500498,-4.02849935981278,23.771434928542764
0.040000000000000924,-4.625098602874328,-4.379200734520382,22.918295461335784
0.0600000000000005,-4.618340175070154,-4.793115429759369,22.139883305851143
0.08000000000000007,-4.6937633233520275,-5.270564508383048,21.445460023372906
0.09999999999999964,-4.848189211626376,-5.813936661190088,20.84586428501223
0.120000000000001,-5.0795493682575925,-6.4265026838434,20.354181902143576
0.14000000000000057,-5.386723455554411,-7.111090901477395,19.98632944013941
0.16000000000000014,-5.769143641644034,-7.868505305739396,19.76149891051341
0.17999999999999972,-6.226150277725828,-8.69555907711447,19.70232221077944
0.20000000000000107,-6.756063357366174,-9.582625032291187,19.834501718816
0.22000000000000064,-7.3549321123762885,-10.51071048067561,20.18551624692554
0.2400000000000002,-8.014952660797697,-11.448290086369646,20.78188704808462
0.2599999999999998,-8.722621103759264,-12.348518650406374,21.644454617961962
0.27999999999999936,-9.456838090403632,-13.147995226940798,22.781324252211242
0.3000000000000007,-10.187413570280242,-13.76883227398753,24.178809688260145
0.3200000000000003,-10.874682169414172,-14.125980928211812,25.791990860152886
0.33999999999999986,-11.471113735555345,-14.14097998293795,27.53819264534666
0.35999999999999943,-11.925656500412048,-13.76092144170252,29.29796445290185
0.3800000000000008,-12.190867360866257,-12.977784029200636,30.92743801856022
0.40000000000000036,-12.231678927467089,-11.840250200653072,32.2820974140533
0.41999999999999993,-12.033409712189979,-10.45067369708872,33.24590592063204
0.4399999999999995,-11.606187037983243,-8.945507950081582,33.755141645106015
0.46000000000000085,-10.983924457440386,-7.46566033743308,33.807354462173514
0.4800000000000004,-10.21806549896613,-6.1282839899605985,33.45286664437367
0.5,-9.368293640553038,-5.0097739983894085,32.77445996605617
0.5199999999999996,-8.493191928763675,-4.143036900465453,31.86477573240322
0.5400000000000009,-7.6432002119871925,-3.5255987495988985,30.809067788128242
0.5600000000000005,-6.856851223099381,-3.132402941312263,29.676191245990555
0.5800000000000001,-6.16002302990462,-2.9281186154691077,28.516690514669
0.5999999999999996,-5.567283281293033,-2.8762849682782257,27.365158945562452
0.620000000000001,-5.084299926173711,-2.9447938471259727,26.24423426498525
0.6400000000000006,-4.710515170254793,-3.10839006633061,25.168565990743254
0.6600000000000001,-4.441587401491291,-3.3491925855270073,24.14802866272678
0.6799999999999997,-4.271371090933403,-3.6561151116443873,23.190060450012055
0.7000000000000011,-4.193378828469635,-4.023795706185203,22.301285096478388
0.7200000000000006,-4.20176858657033,-4.451388005935676,21.4886513790822
0.7400000000000002,-4.2919331994010514,-4.941375932680076,20.760297248990785
0.7599999999999998,-4.460773496232594,-5.498440671946682,20.12628945220567
0.7799999999999994,-4.706717693049031,-6.128323027990369,19.599325959725707
0.8000000000000007,-5.029521443587627,-6.8365645787462554,19.195427511469532
0.8200000000000003,-5.429852783169824,-7.626969120673208,18.93457507815343
0.8399999999999999,-5.908632486584416,-8.499602204618002,18.84115910378823
0.8599999999999994,-6.466075004726917,-9.448158530022534,18.94397819916762
0.8800000000000008,-7.100357849285988,-10.456603534222728,19.275352695779894
0.9000000000000004,-7.805862534821504,-11.49521057680724,19.868717390906603
0.9199999999999999,-8.570997634678646,-12.51653896807998,20.753906053541446
0.9399999999999995,-9.375773690648867,-13.452591790865052,21.94942405951186
0.9600000000000009,-10.189570371193497,-14.215263187573768,23.45159768896944
0.9800000000000004,-10.969916397155707,-14.702854603981292,25.2219639639635
1.0,-11.663436016718329,-14.815012969046213,27.176598711550945
1.0199999999999996,-12.210138220738093,-14.475902419016617,29.183426140249267
1.040000000000001,-12.551542521748262,-13.660500777554056,31.073803734726358
1.0600000000000005,-12.641607469007502,-12.413708913982717,32.670479333494114
1.08,-12.457551372656937,-10.850958999950148,33.82552212530521
1.0999999999999996,-12.006640959338947,-9.135707958494162,34.453921986893235
1.120000000000001,-11.325990691780195,-7.441123969717901,34.54824758461625
1.1400000000000006,-10.475208381685313,-5.911947785991064,34.16908968796389
1.1600000000000001,-9.524681447746087,-4.641092334934984,33.418456049872376
1.1799999999999997,-8.543598689218339,-3.6659244369321904,32.4096888964861
1.200000000000001,-7.590982881859792,-2.979398375195593,31.24493430548231
1.2200000000000006,-6.7110628622482125,-2.5472086575392114,30.004094271926824
1.2400000000000002,-5.932563385950406,-2.3237526734653384,28.743325280024333
1.2599999999999998,-5.270608823553436,-2.2634737726119125,27.498902493508336
1.2799999999999994,-4.729862124150319,-2.327238282523204,26.292795654255237
1.3000000000000007,-4.307872291491869,-2.484901353893237,25.137823157198547
1.3200000000000003,-3.9980374303961246,-2.7155067676018323,24.041578884246213
1.3399999999999999,-3.791940724175497,-3.006288232832952,23.009113366113766
1.3599999999999994,-3.681031951634194,-3.3512317060087526,22.044663401484947
1.3800000000000008,-3.657737198285415,-3.7496136402703937,21.152776410063375
1.4000000000000004,-3.7161155982460152,-4.204693371276815,20.339112818122768
1.42,-3.8521775604965938,-4.722589419636465,19.61112580212
1.4399999999999995,-4.063954549833115,-5.31127889079527,18.97874379242529
1.4600000000000009,-4.351377204680235,-5.979599613423039,18.45512272244361
1.4800000000000004,-4.715982340912279,-6.7360879046179996,18.057481661718136
1.5,-5.1604305575436396,-7.587442177718318,17.807970956026843
1.5199999999999996,-5.687778907417392,-8.53636616137197,17.734423415136618
1.540000000000001,-6.300415690377056,-9.57853450835746,17.870683552258548
1.5600000000000005,-6.998539721771251,-10.69848832769219,18.255974538873176
1.58,-7.778071937495345,-11.864502079315724,18.93246095433566
1.5999999999999996,-8.62795681734895,-13.0229867961289,19.939875782382053
1.620000000000001,-9.527004166274093,-14.093949815705272,21.306034120650324
1.6400000000000006,-10.440795495091571,-14.970376727926203,23.032739021695097
1.6600000000000001,-11.319719041201953,-15.52560144395333,25.078542384023166
1.6799999999999997,-12.099764145416032,-15.632514137666078,27.34333043414348
1.700000000000001,-12.707834934132983,-15.194938500286689,29.66355222889596
1.7200000000000006,-13.072434286991545,-14.184003544903554,31.827745975697056
1.7400000000000002,-13.138298797596686,-12.66403284986657,33.61570311162922
1.7599999999999998,-12.880709151453091,-10.79097247734795,34.85118558661442
1.7799999999999994,-12.31375550290211,-8.777584816106984,35.44602020637116
1.8000000000000007,-11.488587861799834,-6.838602650978891,35.414492708157276
1.8200000000000003,-10.482121330424322,-5.140847489568362,34.85330359108685
